Chinese (Simpl.),Pinyin,English
忍受,rěnshòu,to bear; to endure
认,rèn,to recognize; to know; to admit
认定,rèndìng,to firmly believe; to maintain (that sth is true); to determine
扔,rēng,to throw; to throw away
仍旧,réngjiù,still (remaining); to remain (the same); yet
如此,rúcǐ,like this; so; such
如同,rútóng,like; as
如下,rúxià,as follows
入门,rùmén,to learn the basics; introduction (to a subject); entrance door
软,ruǎn,soft; flexible
软件,ruǎnjiàn,(computer) software
洒,sǎ,to sprinkle; to spray; to spill; to shed
散文,sǎnwén,prose; essay
杀,shā,to kill; to murder; to attack; to weaken or reduce
杀毒,shādú,to disinfect; (computing) to destroy a computer virus
沙漠,shāmò,desert
傻,shǎ,foolish
山区,shānqū,mountain area
扇,shàn,fan; classifier for doors and windows (shān = to fan)
扇子,shànzi,fan
商标,shāngbiāo,trademark; logo
上级,shàngjí,higher authorities; superiors
上下,shàngxià,up and down; top and bottom; old and young; length
上涨,shàngzhǎng,to rise; to go up
稍,shāo,somewhat; a little; see 息
稍微,shāowēi,a little bit
蛇,shé,snake; serpent
舍不得,shěbude,to hate to do sth; to hate to part with; to begrudge
舍得,shěde,to be willing to part with sth
设想,shèxiǎng,to imagine; to assume; to envisage; tentative plan
社,shè,(bound form) society; organization; agency; (old) god of the land
社区,shèqū,community; neighborhood
射,shè,to shoot; to launch; to allude to; radio- (chemistry)
射击,shèjī,to shoot; to fire (a gun)
摄像,shèxiàng,to videotape
摄像机,shèxiàngjī,video camera
摄影,shèyǐng,to take a photograph; photography; to shoot (a movie)
摄影师,shèyǐngshī,photographer; cameraman
伸,shēn,to stretch; to extend
深处,shēnchù,abyss; depths; deepest or most distant part
深度,shēndù,depth; (of a speech etc) profundity; advanced stage of development
神,shén,deity; spirit; god
神经,shénjīng,nerve; mental state; (coll.) unhinged; nutjob
神奇,shénqí,magical; mystical; miraculous
神情,shénqíng,look; expression
升高,shēnggāo,to raise; to ascend
生成,shēngchéng,to generate; to produce; to form; to be formed
声,shēng,sound; voice; tone; noise
胜负,shèngfù,victory or defeat; the outcome of a battle
剩,shèng,to remain; to be left; to have as remainder
剩下,shèngxià,to remain; to be left over
失误,shīwù,lapse; mistake; to make a mistake; fault
师傅,shīfu,master; qualified worker; respectful form of address for older men
诗歌,shīgē,poem
十足,shízú,ample; complete; hundred percent; a pure shade (of some color)
时常,shícháng,often; frequently
时光,shíguāng,time; era; period of time
时机,shíjī,opportunity; opportune moment
时事,shíshì,current trends; the present situation; how things are going
实惠,shíhuì,tangible benefit; material advantages; cheap; economical
使得,shǐde,usable; workable; feasible; doable
示范,shìfàn,to demonstrate; to show how to do sth; demonstration; a model example
式,shì,type; form; pattern; style
势力,shìli,power; influence; a force (military political etc)
视频,shìpín,video
视为,shìwéi,to view as; to see as; to consider to be; to deem
试图,shìtú,to attempt; to try
拾,shí,to pick up; ten (banker's numeral)
收购,shōugòu,to purchase (from various places); to acquire (a company)
收集,shōují,to gather; to collect
收拾,shōushi,to put in order; to tidy up; to pack; to repair
手段,shǒuduàn,method; means (of doing sth); strategy; trick
手法,shǒufǎ,technique; trick; skill
寿司,shòusī,sushi
受灾,shòuzāi,disaster-stricken; to be hit by a natural calamity
瘦,shòu,thin; to lose weight; (of clothing) tight; (of meat) lean
书法,shūfǎ,calligraphy; handwriting; penmanship
书柜,shūguì,bookcase
书桌,shūzhuō,desk
输出,shūchū,to export; to output
蔬菜,shūcài,vegetables
熟悉,shúxī,to be familiar with; to know well
鼠,shǔ,(bound form) rat; mouse
鼠标,shǔbiāo,mouse (computing)
数目,shùmù,amount; number
摔,shuāi,to throw down; to fall; to drop and break
摔倒,shuāidǎo,to fall down; to slip and fall; to throw sb to the ground
双手,shuāngshǒu,both hands
水产品,shuǐchǎnpǐn,aquatic products (including fish crabs seaweed etc)
水分,shuǐfèn,moisture content; (fig.) overstatement; padding
水库,shuǐkù,reservoir
水灾,shuǐzāi,flood; flood damage
睡眠,shuìmián,sleep; to sleep; (computing) to enter sleep mode
说法,shuōfǎ,to expound Buddhist teachings; way of speaking; wording; formulation
硕士,shuòshì,master's degree; person who has a master's degree; learned person
私人,sīrén,private; personal; interpersonal; sb with whom one has a close personal relationship
思维,sīwéi,(line of) thought; thinking
四周,sìzhōu,all around
搜,sōu,to search
搜索,sōusuǒ,to search (a place); to search (a database); to search for (sth)
宿舍,sùshè,dormitory; dorm room; living quarters; hostel
酸甜苦辣,suāntiánkǔlà,sour; sweet; bitter and spicy hot; fig. the joys and sorrows of life
随后,suíhòu,soon after
随意,suíyì,as one wishes; according to one's wishes; at will; voluntary
随着,suízhe,along with; in the wake of; following
岁月,suìyuè,years; time
碎,suì,(transitive or intransitive verb) to break into pieces; to shatter; to crumble; broken
损害,sǔnhài,harm; to damage; to impair
损失,sǔnshī,loss; damage; to lose; to suffer damage
所在,suǒzài,place; location; (after a noun) place where it is located
锁,suǒ,to lock; to lock up; a lock
台风,táifēng,stage presence; poise; typhoon
抬,tái,to lift; to raise; (of two or more persons) to carry
抬头,táitóu,to raise one's head; to look up; to gain ground
太空,tàikōng,outer space
逃,táo,to escape; to run away; to flee
逃跑,táopǎo,to flee from sth; to run away; to escape
逃走,táozǒu,to escape; to flee; to run away
桃,táo,peach
桃花,táohuā,peach blossom; (fig.) love affair
桃树,táoshù,peach tree
讨厌,tǎoyàn,to dislike; to loathe; disagreeable; troublesome
特定,tèdìng,special; specific; designated; particular
特性,tèxìng,property; characteristic
特有,tèyǒu,specific (to); characteristic (of); distinctive
提倡,tíchàng,to promote; to advocate
提起,tíqǐ,to mention; to speak of; to lift; to pick up
提示,tíshì,to point out; to remind (sb of sth); to suggest; suggestion
题材,tícái,subject matter
体积,tǐjī,volume; bulk
体力,tǐlì,physical strength; physical power
天才,tiāncái,talent; gift; genius; talented
天然气,tiānránqì,natural gas
天文,tiānwén,astronomy
厅,tīng,(reception) hall; living room; office; provincial government department
停留,tíngliú,to stay somewhere temporarily; to stop over
通用,tōngyòng,in general use; universal; interchangeable
偷,tōu,to steal; to pilfer; to snatch; thief
偷偷,tōutōu,stealthily; secretly; covertly; furtively
突破,tūpò,to break through; breakthrough; to surmount (an obstacle)
土豆,tǔdòu,potato; (Tw) peanut
吐,tǔ,to spit; to spit out; to say
兔,tù,rabbit
团长,tuánzhǎng,regimental command; head of a delegation; group buy organizer; group-buying coordinator
推行,tuīxíng,to put into effect; to carry out
脱离,tuōlí,to separate oneself from; to break away from; diastasis (medicine); abscission
外界,wàijiè,the outside world; external
完了,wánle,to be finished; to be done for; ruined; gone to the dogs
微博,wēibó,microblogging; microblog
围绕,wéirào,to revolve around; to center on (an issue)
违法,wéifǎ,illegal; to break the law
违反,wéifǎn,to violate (a law)
违规,wéiguī,to violate the rules
唯一,wéiyī,only; sole
委托,wěituō,to entrust; to trust; to commission
卫星,wèixīng,satellite; moon
为难,wéinán,to feel awkward; to make things difficult (for sb); to be in a bind
为期,wéiqī,(to be done) by (a certain date); lasting (a certain time)
为止,wéizhǐ,until; (used in combination with words like 到 or 至 in constructs of the form 到...到...为止)
为主,wéizhǔ,to rely mainly on; to attach most importance to
胃,wèi,stomach
慰问,wèiwèn,to express sympathy; greetings; consolation etc
温和,wēnhé,mild; gentle; moderate; lukewarm
文艺,wényì,literature and art
卧室,wòshì,bedroom
握,wò,to hold; to grasp; to clench (one's fist); (bound form) to have in one's control
污染,wūrǎn,to pollute; to contaminate (lit. and fig.)
污水,wūshuǐ,sewage
屋,wū,(bound form) house; (bound form) room
无奈,wúnài,to have no alternative; frustrated; exasperated; helpless
无疑,wúyí,undoubtedly; without doubt; for sure
舞,wǔ,to dance; to wield; to brandish
物价,wùjià,(commodity) prices
物业,wùyè,property; real estate
物质,wùzhì,matter; substance; material; materialistic
误解,wùjiě,to misunderstand; misunderstanding
喜剧,xǐjù,comedy
戏,xì,drama; play; show
戏剧,xìjù,a drama; a play; theater; script of a play
西红柿,xīhóngshì,tomato
西装,xīzhuāng,suit; Western-style clothes
吓,xià,to frighten; to scare
先后,xiānhòu,early or late; priority; in succession; one after another
先前,xiānqián,before; previously
鲜艳,xiānyàn,bright-colored; gaily-colored
闲,xián,idle; free; leisure; unoccupied
显,xiǎn,to make visible; to reveal; prominent; conspicuous
现有,xiànyǒu,currently existing; currently available
现状,xiànzhuàng,current situation
线索,xiànsuǒ,trail; clues; thread (of a story)
献,xiàn,to offer; to present; to dedicate; to donate
乡,xiāng,countryside; home village; township
乡村,xiāngcūn,rustic; village; countryside
相等,xiāngděng,equal; equally; equivalent
相声,xiàngsheng,comic dialogue; sketch; crosstalk
相应,xiāngyìng,to correspond; answering (one another); to agree (among the part); corresponding
香肠,xiāngcháng,sausage
详细,xiángxì,detailed; in detail; minute
享受,xiǎngshòu,to enjoy; to live it up; pleasure
向导,xiàngdǎo,guide
向前,xiàngqián,forward; onward
向上,xiàngshàng,upward; up; to advance; to try to improve oneself
象征,xiàngzhēng,emblem; symbol; token; badge
消除,xiāochú,to eliminate; to remove
消毒,xiāodú,to disinfect; to sterilize
消防,xiāofáng,firefighting; fire control
消费者,xiāofèizhě,consumer
消极,xiāojí,negative; passive; inactive
小偷儿,xiǎotōur5,Thief
歇,xiē,to rest; to take a break; to stop; to halt
协议,xiéyì,agreement; pact; protocol
协议书,xiéyìshū,contract; protocol
斜,xié,inclined; slanting; oblique; tilting
心态,xīntài,attitude (of the heart); state of one's psyche; way of thinking; mentality
心疼,xīnténg,to love dearly; to feel sorry for sb; to regret; to grudge
辛苦,xīnkǔ,exhausting; hard; tough; arduous
欣赏,xīnshǎng,to appreciate; to enjoy; to admire
信念,xìnniàn,faith; belief; conviction
信箱,xìnxiāng,mailbox; post office box
行驶,xíngshǐ,to travel along a route (of vehicles etc)
形态,xíngtài,shape; form; pattern; morphology
性能,xìngnéng,function; performance; behavior
雄伟,xióngwěi,grand; imposing; magnificent; majestic
熊,xióng,bear; (coll.) to scold; to rebuke; (coll.) weak
休闲,xiūxián,leisure; relaxation; not working; idle
修复,xiūfù,to restore; to renovate; (computing) to repair (a corrupted file etc)
修建,xiūjiàn,to build; to construct
修养,xiūyǎng,accomplishment; training; self-cultivation
虚心,xūxīn,open-minded; humble
许可,xǔkě,to allow; to permit
选修,xuǎnxiū,(at a school) to take as an elective; an elective; elective (subject)
学科,xuékē,subject; branch of learning; course; academic discipline
学位,xuéwèi,academic degree; place in school
学者,xuézhě,scholar
寻求,xúnqiú,to seek; to look for
询问,xúnwèn,to inquire
押金,yājīn,deposit; down payment
鸭子,yāzi,duck; male prostitute (slang)
亚军,yàjūn,second place (in a sports contest); runner-up
延伸,yánshēn,to extend; to spread
严厉,yánlì,severe; strict
严肃,yánsù,solemn; grave; serious; earnest
言语,yányǔ,words; speech; (spoken) language; to speak
研究所,yánjiūsuǒ,research institute; graduate studies; graduate school
眼光,yǎnguāng,gaze; insight; foresight; vision
邀请,yāoqǐng,to invite; invitation
摇头,yáotóu,to shake one's head
咬,yǎo,to bite; to nip
也好,yěhǎo,that's fine; may as well; (reduplicated) regardless of whether ... or ...
业务,yèwù,business; professional work; service
夜间,yèjiān,nighttime; evening or night (e.g. classes)
一辈子,yībèizi,(for) a lifetime
一带,yīdài,region; district
一旦,yīdàn,in case (sth happens); if; once (sth happens then...); when
一句话,yījùhuà,in a word; in short
一口气,yīkǒuqì,one breath; in one breath; at a stretch
一流,yīliú,top quality; front ranking
一路,yīlù,the whole journey; all the way; going the same way; going in the same direction
一身,yīshēn,whole body; from head to toe; single person; a suit of clothes
一下子,yīxiàzi,in a short while; all at once; all of a sudden
一向,yīxiàng,always (previously); a period of time in the recent past
依法,yīfǎ,legal (proceedings); according to law
依旧,yījiù,as before; still
依据,yījù,according to; basis; foundation
依照,yīzhào,according to; in light of
乙,yǐ,second; grade B; letter 'B'
以便,yǐbiàn,so that; so as to; in order to
以往,yǐwǎng,in the past; formerly
意识,yìshí,consciousness; awareness; to be aware; to realize
意味着,yìwèizhe,to signify; to mean; to imply
意志,yìzhì,will; willpower; determination
因而,yīnér,therefore; as a result; thus; and as a result; ...
饮料,yǐnliào,drink; beverage
饮食,yǐnshí,eating and drinking; food and drink; diet
印刷,yìnshuā,to print; printing
硬,yìng,hard; stiff; solid; (fig.) strong
硬件,yìngjiàn,hardware
拥抱,yōngbào,to embrace; to hug
拥有,yōngyǒu,to have; to possess
用不着,yòngbuzháo,not need; have no use for
用户,yònghù,user; consumer; subscriber; customer
用来,yònglái,to be used for
用于,yòngyú,to use in; to use on; to use for
优惠,yōuhuì,privilege; favorable (terms); preferential (treatment); discount (price)
优先,yōuxiān,to have priority; to take precedence
幽默,yōumò,(loanword) humor; humorous
尤其,yóuqí,especially; particularly
由此,yóucǐ,hereby; from this
犹豫,yóuyù,to hesitate
游泳池,yóuyǒngchí,swimming pool
有毒,yǒudú,poisonous
有害,yǒuhài,destructive; harmful; damaging
有力,yǒulì,powerful; forceful; vigorous
有利于,yǒulìyú,to be advantageous to; to be beneficial for
有着,yǒuzhe,to have; to possess
友谊,yǒuyì,companionship; fellowship; friendship
羽毛球,yǔmáoqiú,shuttlecock; badminton
羽绒服,yǔróngfú,down-filled garment
雨水,yǔshuǐ,rainwater; rainfall
预备,yùbèi,to prepare; to make ready; preparation; preparatory
预期,yùqī,to expect; to anticipate
元旦,Yuándàn,New Year's Day
园林,yuánlín,gardens; park; landscape garden
原理,yuánlǐ,principle; theory
原始,yuánshǐ,first; original; primitive; original (document etc)
原先,yuánxiān,originally; original; former
原有,yuányǒu,original; former
远处,yuǎnchù,distant place
怨,yuàn,to blame; (bound form) resentment; hatred; grudge
愿,yuàn,to wish; willing; to hope
约束,yuēshù,to restrict; to limit to; to constrain; restriction
月饼,yuèbǐng,mooncake (esp. for the Mid-Autumn Festival)
月球,yuèqiú,the moon
阅览室,yuèlǎnshì,reading room
运,yùn,to move; to transport; to use; to apply
运行,yùnxíng,to run (of a machine or process); to operate; to be in operation
灾,zāi,disaster; calamity
灾害,zāihài,calamity; disaster
灾难,zāinàn,disaster; catastrophe
灾区,zāiqū,disaster area; stricken region
再次,zàicì,one more time; again; one more; once again
再也,zàiyě,(not) any more
在场,zàichǎng,to be present; to be on the scene
在内,zàinèi,(included) in it; among them
暂时,zànshí,temporary; provisional; for the time being
暂停,zàntíng,to suspend; time-out (e.g. in sports); stoppage; pause (media player)
糟,zāo,terrible (糟糕); in a mess; dregs
糟糕,zāogāo,too bad; how terrible; what bad luck; terrible
早期,zǎoqī,early period; early phase; early stage
增,zēng,(bound form) to increase; to augment; to add to
增产,zēngchǎn,to increase production
增大,zēngdà,to enlarge; to amplify; to magnify
增多,zēngduō,to increase; to grow in number
增强,zēngqiáng,to increase; to strengthen
赠,zèng,to give as a present; to repel; to bestow an honorary title after death (old)
赠送,zèngsòng,to present as a gift
摘,zhāi,to pick (flowers/fruit); to take off; to pluck
展览,zhǎnlǎn,to put on display; to exhibit; exhibition; show
展示,zhǎnshì,to reveal; to display; to show; to exhibit
展现,zhǎnxiàn,to unfold before one's eyes; to emerge; to reveal; to display
占领,zhànlǐng,to capture; to seize; to occupy by force
占有,zhànyǒu,to have; to own; to hold; to occupy
长度,chángdù,length
长寿,chángshòu,longevity; long-lived
涨,zhǎng,to rise (of prices rivers); to swell; to distend
涨价,zhǎngjià,to appreciate (in value); to increase in price
掌握,zhǎngwò,to grasp (often fig.); to control; to seize (initiative opportunity destiny); to master
招生,zhāoshēng,to enroll new students; to get students
招手,zhāoshǒu,to wave; to beckon
珍贵,zhēnguì,precious
珍惜,zhēnxī,to treasure; to value; to cherish
珍珠,zhēnzhū,pearl
真诚,zhēnchéng,sincere; genuine; true
真理,zhēnlǐ,truth
真相,zhēnxiàng,the truth about sth; the actual facts
诊断,zhěnduàn,to diagnose
振动,zhèndòng,to vibrate; to shake; vibration
震惊,zhènjīng,to shock; to astonish
争议,zhēngyì,controversy; dispute; to dispute
挣,zhèng,to earn (money); to struggle free
挣钱,zhèngqián,to make money
正版,zhèngbǎn,genuine; legal
正规,zhèngguī,regular; according to standards
正如,zhèngrú,just as; precisely as
正义,zhèngyì,justice; righteousness; just; righteous
证实,zhèngshí,to confirm (sth to be true); to verify
证书,zhèngshū,credentials; certificate
之内,zhīnèi,inside; within
之外,zhīwài,outside; excluding
之下,zhīxià,under; beneath; less than
之中,zhīzhōng,inside; among; in the midst of (doing sth); during
支出,zhīchū,to spend; to pay out; expenses; expenditure
支配,zhīpèi,to control; to dominate; to allocate
执行,zhíxíng,to implement; to carry out; to execute; to run
直线,zhíxiàn,straight line; sharply (rise or fall)
值班,zhíbān,to work a shift; on duty
职能,zhínéng,function; role
职位,zhíwèi,position; post; job
职务,zhíwù,post; position; job; duties
只不过,zhǐbuguò,only; merely; nothing but; no more than
只见,zhǐjiàn,to see only; to see nothing but
指标,zhǐbiāo,(production) target; quota; index; indicator
指甲,zhǐjia,fingernail
指示,zhǐshì,to point out; to indicate; to instruct; directives
指责,zhǐzé,to criticize; to find fault with; to denounce
至,zhì,to arrive; most; to; until
制成,zhìchéng,to manufacture; to turn out (a product)
制约,zhìyuē,to restrict; condition
治安,zhìān,law and order; public security
治理,zhìlǐ,to govern; to administer; to manage; to control
中毒,zhòngdú,to be poisoned
中断,zhōngduàn,to cut short; to break off; to discontinue; to interrupt
中秋节,Zhōngqiūjié,the Mid-Autumn Festival on 15th of 8th lunar month
中央,zhōngyāng,central; middle; center; central authorities (of a state)
中药,zhōngyào,traditional Chinese medicine
终点,zhōngdiǎn,the end; end point; finishing line (in a race); destination
终身,zhōngshēn,lifelong; all one's life; marriage
终止,zhōngzhǐ,to stop; to terminate
众多,zhòngduō,numerous
周期,zhōuqī,period; cycle
竹子,zhúzi,bamboo
主办,zhǔbàn,to organize; to host (a conference or sports event)
主导,zhǔdǎo,leading; dominant; prevailing; to lead
主观,zhǔguān,subjective
主管,zhǔguǎn,in charge; responsible for; person in charge; manager
主体,zhǔtǐ,main part; bulk; body; subject
助理,zhùlǐ,assistant
助手,zhùshǒu,assistant; helper
注册,zhùcè,to register; to enroll
注射,zhùshè,injection; to inject
注视,zhùshì,to look attentively at; to closely watch; to gaze at
注重,zhùzhòng,to pay attention to; to emphasize
祝贺,zhùhè,to congratulate; congratulations
专辑,zhuānjí,album; record (music); special collection of printed or broadcast material
专利,zhuānlì,patent; sth uniquely enjoyed (or possessed etc) by a certain group of people; monopoly
转化,zhuǎnhuà,to change; to transform; isomerization (chemistry)
转换,zhuǎnhuàn,to change; to switch; to convert; to transform
转让,zhuǎnràng,to transfer (ownership rights etc)
转向,zhuǎnxiàng,to change direction; fig. to change one's stance; to get lost; to lose one's way
装饰,zhuāngshì,to decorate; decoration; decorative; ornamental
撞,zhuàng,to knock against; to bump into; to run into; to meet by accident
资本,zīběn,capital (economics)
资产,zīchǎn,property; assets
资助,zīzhù,to subsidize; to provide financial aid; subsidy
仔细,zǐxì,careful; attentive; cautious; to be careful
紫,zǐ,purple; violet
自豪,zìháo,proud (of one's achievements etc)
自杀,zìshā,to kill oneself; to commit suicide; to attempt suicide
自愿,zìyuàn,voluntary
子弹,zǐdàn,bullet
总裁,zǒngcái,chairman; director-general (of a company etc)
总数,zǒngshù,total; sum; aggregate
总算,zǒngsuàn,at long last; finally; on the whole
总体,zǒngtǐ,completely; totally; total; entire
阻碍,zǔài,to obstruct; to hinder; to block; obstruction
组织,zǔzhī,to organize; organization; (biology) tissue; (textiles) weave
醉,zuì,intoxicated
尊敬,zūnjìng,to respect; to revere; to esteem; honorable
尊重,zūnzhòng,to esteem; to respect; to honor; to value
遵守,zūnshǒu,to comply with; to abide by; to respect (an agreement)
